dagi_id,kode,navn,ændret,geo_ændret,geo_version,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,visueltcenter_x,visueltcenter_y
107754,9134,Opstandelseskirkens,2023-10-10T21:12:01.972Z,2023-10-10T21:12:01.972Z,6,12.32053512,55.64109031,12.3750185,55.6651868,12.34140196,55.6548509
72987,9135,Skjoldhøj,2024-01-26T22:04:04.599Z,2024-01-26T22:04:04.599Z,7,10.0685908,56.16305904,10.14438076,56.18998991,10.08885764,56.1761157
82984,9136,Vodskov,2024-05-28T21:01:26.357Z,2024-05-28T21:01:26.357Z,12,9.97783643,57.07064642,10.0701238,57.13750234,10.02060874,57.10707849
32345,9137,Askov,2023-04-26T21:03:27.089Z,2023-04-26T21:03:27.089Z,6,9.08387759,55.44428317,9.13159781,55.48286068,9.09919017,55.46689522
5768,9138,Hjerting,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,8.31676196,55.50779184,8.3978108,55.56106858,8.36434148,55.5375064
60024,9139,Fredens,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,6,10.61720362,55.0544794,10.67725268,55.07930239,10.6485136,55.06715261
108444,9140,Skelgård,2026-03-16T22:12:36.373Z,2026-03-16T22:12:36.373Z,6,12.50576811,55.5705093,12.6134399,55.62612747,12.5512892,55.59508026
7090,9141,Gullestrup,2023-09-28T21:23:06.812Z,2023-09-28T21:23:06.812Z,5,8.93811925,56.1578197,9.00292878,56.18882387,8.96578983,56.1743197
63097,9142,Dyrup,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,5,10.2831841,55.33696595,10.36479271,55.37285867,10.33743159,55.35274927
37003,9143,Sejs-Svejbæk,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,9.56708306,56.12164739,9.65814411,56.15637703,9.62103673,56.13949717
96499,9144,Nørrevang,2023-05-01T21:02:49.242Z,2023-05-01T21:02:49.242Z,4,11.31636134,55.40680885,11.39490372,55.44903927,11.35523847,55.42755308
113570,9145,Kokkedal,2024-02-05T22:01:25.064Z,2024-02-05T22:01:25.064Z,9,12.47653681,55.8892127,12.53400158,55.9146526,12.50255333,55.89747401
75798,9146,Lystrup,2025-05-27T21:03:24.749Z,2025-05-27T21:03:24.749Z,8,10.21368901,56.21670117,10.25686959,56.24177906,10.24148488,56.23152343
71197,9147,Skelager,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,5,10.18249864,56.18838171,10.2086903,56.20086185,10.1918382,56.19685701
59018,9148,Tornbjerg,2024-09-16T21:03:44.637Z,2024-09-16T21:03:44.637Z,11,10.41322793,55.34751905,10.4767314,55.38615608,10.45998847,55.37184887
47099,9149,Houlkær,2024-11-19T22:02:50.382Z,2024-11-19T22:02:50.382Z,8,9.42695901,56.45610098,9.48634745,56.48461018,9.45046457,56.47076498
54513,9150,Langeslund,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,9.54514184,57.09533569,9.68338044,57.15448313,9.60084865,57.12604554
78148,9151,Enghøj,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,6,9.98038646,56.47407909,10.02684386,56.49951715,10.00894347,56.48481643
42211,9152,Fonnesbæk,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,9.10148379,56.09312496,9.1745602,56.13867237,9.1367779,56.12001954
5234,9153,Agerbæk,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,8.75278239,55.57928208,8.88432983,55.62904234,8.82423775,55.60852623
115089,9154,Grønnevang,2024-02-05T22:01:25.064Z,2024-02-05T22:01:25.064Z,4,12.3208057,55.89542662,12.3978835,55.94951209,12.3572992,55.9186211
114561,9155,Engholm,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,12.29578446,55.83777953,12.36389015,55.88637075,12.33610716,55.85742077
135348,9156,Agersted,2024-05-27T21:01:23.728Z,2024-05-27T21:01:23.728Z,4,10.34282048,57.17835837,10.42331789,57.23783374,10.38161811,57.19800436
80874,9157,Gistrup,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,9.95703992,56.97025605,10.01580093,57.00417585,9.9827128,56.9931613
135346,9158,Skæring,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,10.26814715,56.21617355,10.34432955,56.24714637,10.28993423,56.22880704
139605,9159,Stenvad,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,10.56137147,56.43078796,10.6794589,56.48813635,10.61449687,56.4603119
136544,9160,Antvorskov,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,7,11.29790861,55.37112061,11.48059868,55.41329311,11.37062972,55.38858126
141063,9161,Blågårdens,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,12.54092915,55.68429125,12.56369342,55.6948696,12.54952036,55.68861971
141128,9162,Holsted,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,7,11.74596207,55.22451104,11.82253748,55.27702278,11.78222047,55.25145494
372425,9163,Lyng,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,9,9.69446252,55.51767598,9.74297936,55.55193691,9.72843417,55.52464731
378594,9164,Fredens og Nazaret,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,12.56614544,55.69182738,12.57925544,55.70014731,12.5695352,55.69392816
381363,9165,Sydhavn,2026-03-25T22:26:27.701Z,2026-03-25T22:26:27.701Z,13,12.50077347,55.63080533,12.56652859,55.66511513,12.52586111,55.64428585
